model	objective	gene	status	value
ymn	obj	AND	optimal	0.08798023
ymn	obj	AND YDR376W AND YPL252C AND YDL120W	optimal	0.08798018
ymn	obj	AND YGL018C AND YOR232W	optimal	0.08798018
ymn	obj	AND YGL018C AND YOR232W AND YJR045C	optimal	0.08798018
ymn	obj	AND YIL128W AND YNL240C	optimal	0.08798018
ymn	obj	AND YJL026W	optimal	0.08798018
ymn	obj	AND YJR122W	optimal	0.08798018
ymn	obj	OR	optimal	0.08798018
ymn	obj	OR YDL093W OR YJR143C OR YOR321W	optimal	0.08798018
ymn	obj	OR YDR353W	optimal	0.08798018
ymn	obj	OR YER005W	optimal	0.08798018
ymn	obj	OR YKL088W	optimal	0.08798018
ymn	obj	OR YMR108W	optimal	0.08798018
ymn	obj	Q0045	optimal	0.0183219
ymn	obj	Q0045 AND Q0250 AND Q0275 AND YDL067C AND YEL039C AND YGL187C AND YGL191W AND YHR051W AND YIL111W AND YLR038C AND YLR395C AND YMR256C	optimal	0.08798018
ymn	obj	Q0045 AND Q0250 AND Q0275 AND YDL067C AND YEL039C AND YGL187C AND YGL191W AND YHR051W AND YLR038C AND YLR395C AND YMR256C AND YNL052W	optimal	0.08798018
ymn	obj	Q0045 AND Q0250 AND Q0275 AND YDL067C AND YGL187C AND YGL191W AND YHR051W AND YIL111W AND YJR048W AND YLR038C AND YLR395C AND YMR256C	optimal	0.08798018
ymn	obj	Q0045 AND Q0250 AND Q0275 AND YDL067C AND YGL187C AND YGL191W AND YHR051W AND YJR048W AND YLR038C AND YLR395C AND YMR256C AND YNL052W	optimal	0.08798018
ymn	obj	Q0080	optimal	0.03501306
ymn	obj	Q0080 AND Q0085 AND Q0130 AND YBL099W AND YBR039W AND YDL004W AND YDR298C AND YDR322C-A AND YDR377W AND YJR121W AND YKL016C AND YLR295C AND YML081C-A AND YPL078C AND YPL271W	optimal	0.08798018
ymn	obj	Q0080 AND Q0085 AND Q0130 AND YBL099W AND YBR039W AND YDL004W AND YDR298C AND YDR377W AND YJR121W AND YKL016C AND YLR295C AND YML081C-A AND YPL078C AND YPL271W AND YPR020W	optimal	0.08798018
ymn	obj	Q0085	optimal	0.03501306
ymn	obj	Q0105	optimal	0.0184341
ymn	obj	Q0105 AND YBL045C AND YDR529C AND YEL024W AND YEL039C AND YFR033C AND YGR183C AND YHR001W-A AND YJL166W AND YOR065W AND YPR191W	optimal	0.08798018
ymn	obj	Q0105 AND YBL045C AND YDR529C AND YEL024W AND YFR033C AND YGR183C AND YHR001W-A AND YJL166W AND YJR048W AND YOR065W AND YPR191W	optimal	0.08798018
ymn	obj	Q0130	optimal	0.03501306
ymn	obj	Q0250	optimal	0.0183219
ymn	obj	Q0275	optimal	0.0183219
ymn	obj	YAL012W	optimal	0.087978
ymn	obj	YAL022C	optimal	0.08798018
ymn	obj	YAL023C	optimal	0.08798018
ymn	obj	YAL023C AND YDL095W	optimal	0.08798018
ymn	obj	YAL038W	optimal	0.08798018
ymn	obj	YAL038W OR YOR347C	optimal	0.08798018
ymn	obj	YAL039C	optimal	0.08798018
ymn	obj	YAL044C	optimal	0.08686795
ymn	obj	YAL044C AND YDR019C AND YFL018C AND YMR189W	optimal	0.08798018
ymn	obj	YAL054C	optimal	0.08798018
ymn	obj	YAL054C OR YLR153C	optimal	0.08798018
ymn	obj	YAL060W	optimal	0.08798018
ymn	obj	YAL062W	optimal	0.08798018
ymn	obj	YAL062W OR YOR375C	optimal	0.08798018
ymn	obj	YAR015W	optimal	0.0
ymn	obj	YAR035W	optimal	0.08798018
ymn	obj	YAR035W OR YER024W	optimal	0.08798018
ymn	obj	YAR071W	optimal	0.08798018
ymn	obj	YAR071W OR YBR093C	optimal	0.08798018
ymn	obj	YBL011W	optimal	0.08798018
ymn	obj	YBL011W OR YKR067W	optimal	0.08798018
ymn	obj	YBL013W	optimal	0.08798018
ymn	obj	YBL015W	optimal	0.08798018
ymn	obj	YBL030C	optimal	0.08798018
ymn	obj	YBL030C OR YBR085W OR YMR056C	optimal	0.08798018
ymn	obj	YBL033C	optimal	0.0
ymn	obj	YBL039C	optimal	0.08798018
ymn	obj	YBL039C OR YJR103W	optimal	0.08798018
ymn	obj	YBL042C	optimal	0.08798018
ymn	obj	YBL045C	optimal	0.0184341
ymn	obj	YBL064C	optimal	0.08798018
ymn	obj	YBL064C AND YCR083W	optimal	0.08798018
ymn	obj	YBL068W	optimal	0.08798018
ymn	obj	YBL068W AND YOL061W	optimal	0.08798018
ymn	obj	YBL076C	optimal	0.0
ymn	obj	YBL098W	optimal	0.0
ymn	obj	YBL099W	optimal	0.03501306
ymn	obj	YBR002C	optimal	0.08798018
ymn	obj	YBR002C OR YMR101C	optimal	0.08798018
ymn	obj	YBR003W	optimal	0.08798018
ymn	obj	YBR004C	optimal	0.08798018
ymn	obj	YBR006W	optimal	0.08798018
ymn	obj	YBR011C	optimal	0.08798018
ymn	obj	YBR018C	optimal	0.08798018
ymn	obj	YBR019C	optimal	0.08798018
ymn	obj	YBR020W	optimal	0.08798018
ymn	obj	YBR021W	optimal	0.08798018
ymn	obj	YBR023C	optimal	0.08798018
ymn	obj	YBR023C OR YBR038W OR YNL192W	optimal	0.08798018
ymn	obj	YBR026C	optimal	0.08798018
ymn	obj	YBR029C	optimal	0.0
ymn	obj	YBR034C	optimal	0.08798018
ymn	obj	YBR035C	optimal	0.08798018
ymn	obj	YBR036C	optimal	0.08797643
ymn	obj	YBR036C AND YBR161W	optimal	0.08798018
ymn	obj	YBR036C AND YPL057C	optimal	0.08798018
ymn	obj	YBR038W	optimal	0.08798018
ymn	obj	YBR039W	optimal	0.03501306
ymn	obj	YBR041W	optimal	0.08797993
ymn	obj	YBR042C	optimal	0.08798018
ymn	obj	YBR058C-A	optimal	0.08798018
ymn	obj	YBR058C-A AND YDR062W AND YMR296C	optimal	0.08798018
ymn	obj	YBR068C	optimal	0.08798018
ymn	obj	YBR068C OR YBR069C OR YCL025C OR YDR046C OR YDR508C OR YKR039W	optimal	0.08798018
ymn	obj	YBR068C OR YBR069C OR YCL025C OR YDR046C OR YDR508C OR YKR039W OR YOL020W	optimal	0.08798018
ymn	obj	YBR068C OR YBR069C OR YCL025C OR YDR046C OR YKR039W	optimal	0.08798018
ymn	obj	YBR068C OR YBR069C OR YCL025C OR YDR046C OR YKR039W OR YOL020W	optimal	0.08798018
ymn	obj	YBR068C OR YBR069C OR YDR046C OR YKR039W OR YOL020W	optimal	0.08798018
ymn	obj	YBR068C OR YCL025C OR YDR046C OR YDR508C OR YGR055W OR YHL036W OR YKR039W	optimal	0.08798018
ymn	obj	YBR068C OR YCL025C OR YDR046C OR YKR039W OR YOL020W	optimal	0.08798018
ymn	obj	YBR068C OR YCL025C OR YDR046C OR YKR039W OR YOL020W OR YOR348C OR YPL265W	optimal	0.08798018
ymn	obj	YBR069C	optimal	0.08798018
ymn	obj	YBR069C OR YCL025C OR YDR046C OR YDR508C OR YKR039W	optimal	0.08798018
ymn	obj	YBR069C OR YGR191W OR YKR039W	optimal	0.08798018
ymn	obj	YBR084W	optimal	0.08798018
ymn	obj	YBR085W	optimal	0.08798018
ymn	obj	YBR092C	optimal	0.08798018
ymn	obj	YBR093C	optimal	0.08798018
ymn	obj	YBR097W	optimal	0.08798018
ymn	obj	YBR097W AND YLR240W	optimal	0.08798018
ymn	obj	YBR110W	optimal	0.08798018
ymn	obj	YBR115C	optimal	0.0
ymn	obj	YBR115C AND YGL154C	optimal	0.08798018
ymn	obj	YBR117C	optimal	0.08798018
ymn	obj	YBR117C OR YPR074C	optimal	0.08798018
ymn	obj	YBR121C	optimal	0.08798018
ymn	obj	YBR121C OR YPR081C	optimal	0.08798018
ymn	obj	YBR126C	optimal	0.0
ymn	obj	YBR126C AND YDR074W AND YML100W	optimal	0.08798018
ymn	obj	YBR126C AND YDR074W AND YMR261C	optimal	0.08798018
ymn	obj	YBR127C	optimal	0.08798018
ymn	obj	YBR127C AND YDL185W AND YEL027W AND YEL051W AND YGR020C AND YHR026W AND YHR039C-A AND YKL080W AND YLR447C AND YMR054W AND YOR332W AND YPL234C AND YPR036W	optimal	0.08798018
ymn	obj	YBR127C AND YDL185W AND YEL027W AND YEL051W AND YGR020C AND YHR026W AND YHR039C-A AND YKL080W AND YLR447C AND YOR270C AND YOR332W AND YPL234C AND YPR036W	optimal	0.08798018
ymn	obj	YBR132C	optimal	0.08798018
ymn	obj	YBR132C OR YHL016C OR YKR039W OR YLL028W OR YOR273C OR YPL274W	optimal	0.08798018
ymn	obj	YBR145W	optimal	0.08798018
ymn	obj	YBR145W OR YDL168W OR YOL086C	optimal	0.08798018
ymn	obj	YBR145W OR YOL086C	optimal	0.08798018
ymn	obj	YBR149W	optimal	0.08798023
ymn	obj	YBR153W	optimal	0.0
ymn	obj	YBR159W	optimal	0.0
ymn	obj	YBR161W	optimal	0.08798023
ymn	obj	YBR166C	optimal	0.0
ymn	obj	YBR176W	optimal	0.08798018
ymn	obj	YBR180W	optimal	0.08798018
ymn	obj	YBR183W	optimal	0.08798018
ymn	obj	YBR192W	optimal	0.08798018
ymn	obj	YBR196C	optimal	0.08705799
ymn	obj	YBR199W	optimal	0.08798018
ymn	obj	YBR199W OR YBR205W OR YDR483W OR YJL139C OR YKR061W OR YNL029C OR YOR099W OR YPL053C	optimal	0.08798018
ymn	obj	YBR204C	optimal	0.08798018
ymn	obj	YBR204C OR YKR089C OR YMR313C OR YOR081C	optimal	0.08798018
ymn	obj	YBR205W	optimal	0.08798018
ymn	obj	YBR207W	optimal	0.08798018
ymn	obj	YBR208C	optimal	0.08798018
ymn	obj	YBR213W	optimal	0.08798018
ymn	obj	YBR218C	optimal	0.08798018
ymn	obj	YBR218C OR YGL062W	optimal	0.08798018
ymn	obj	YBR221C	optimal	0.08718338
ymn	obj	YBR221C AND YER178W AND YFL018C AND YGR193C AND YNL071W	optimal	0.08798025
ymn	obj	YBR244W	optimal	0.08798023
ymn	obj	YBR244W OR YCL035C OR YDR513W OR YIR037W OR YKL026C	optimal	0.08798018
ymn	obj	YBR248C	optimal	0.0
ymn	obj	YBR249C	optimal	0.08798018
ymn	obj	YBR249C OR YDR035W	optimal	0.08798018
ymn	obj	YBR252W	optimal	0.08798018
ymn	obj	YBR256C	optimal	0.0
ymn	obj	YBR263W	optimal	0.08686795
ymn	obj	YBR265W	optimal	0.0
ymn	obj	YBR291C	optimal	0.08794412
ymn	obj	YBR293W	optimal	0.08798018
ymn	obj	YBR293W OR YCL069W OR YMR088C	optimal	0.08798018
ymn	obj	YBR293W OR YJR001W	optimal	0.08798018
ymn	obj	YBR294W	optimal	0.08798018
ymn	obj	YBR294W OR YLR092W	optimal	0.08798018
ymn	obj	YBR296C	optimal	0.08798018
ymn	obj	YBR296C OR YCR037C OR YJL198W OR YML123C OR YNR013C	optimal	0.08798023
ymn	obj	YBR298C	optimal	0.08798018
ymn	obj	YBR298C OR YDL247W OR YGR289C OR YJR160C	optimal	0.08798018
ymn	obj	YBR299W	optimal	0.08798018
ymn	obj	YBR299W OR YGR287C OR YGR292W OR YIL172C OR YJL216C OR YJL221C	optimal	0.08798018
ymn	obj	YCL004W	optimal	0.08798018
ymn	obj	YCL009C	optimal	0.08798018
ymn	obj	YCL009C AND YMR108W	optimal	0.08798018
ymn	obj	YCL017C	optimal	0.08798018
ymn	obj	YCL017C OR YER048W-A	optimal	0.08798018
ymn	obj	YCL018W	optimal	0.0
ymn	obj	YCL025C	optimal	0.08798018
ymn	obj	YCL025C OR YDR508C OR YFL055W OR YKR039W OR YPL265W	optimal	0.08798018
ymn	obj	YCL025C OR YDR508C OR YKR039W OR YPL265W	optimal	0.08798018
ymn	obj	YCL025C OR YFL055W OR YKR039W OR YPL265W	optimal	0.08798018
ymn	obj	YCL025C OR YKR039W OR YOL020W OR YOR348C OR YPL265W	optimal	0.08798018
ymn	obj	YCL030C	optimal	0.0
ymn	obj	YCL035C	optimal	0.08798018
ymn	obj	YCL035C AND YPL091W	optimal	0.08798018
ymn	obj	YCL038C	optimal	0.08798018
ymn	obj	YCL040W	optimal	0.08798018
ymn	obj	YCL040W OR YFR053C OR YGL253W	optimal	0.08798018
ymn	obj	YCL050C	optimal	0.08796597
ymn	obj	YCL052C	optimal	0.08798018
ymn	obj	YCL052C AND YJR013W	optimal	0.08798018
ymn	obj	YCL064C	optimal	0.08798018
ymn	obj	YCL069W	optimal	0.08798018
ymn	obj	YCR005C	optimal	0.08798018
ymn	obj	YCR010C	optimal	0.08798018
ymn	obj	YCR012W	optimal	0.07908413
ymn	obj	YCR024C	optimal	0.08798018
ymn	obj	YCR024C-A	optimal	0.08798018
ymn	obj	YCR024C-A AND YEL017C-A AND YGL008C	optimal	0.08798018
ymn	obj	YCR024C-A AND YEL017C-A AND YPL036W	optimal	0.08798018
ymn	obj	YCR028C	optimal	0.08798018
ymn	obj	YCR034W	optimal	0.08798018
ymn	obj	YCR034W OR YLR372W	optimal	0.08798018
ymn	obj	YCR036W	optimal	0.08798018
ymn	obj	YCR037C	optimal	0.08798018
ymn	obj	YCR048W	optimal	0.08798018
ymn	obj	YCR048W OR YNR019W	optimal	0.08798018
ymn	obj	YCR048W OR YNR019W OR YOR245C	optimal	0.08798018
ymn	obj	YCR053W	optimal	0.0
ymn	obj	YCR075C	optimal	0.08798018
ymn	obj	YCR083W	optimal	0.08798018
ymn	obj	YCR083W AND YHR106W	optimal	0.08798018
ymn	obj	YCR083W AND YPL091W	optimal	0.08798018
ymn	obj	YCR098C	optimal	0.08798018
ymn	obj	YCR105W	optimal	0.08798018
ymn	obj	YCR105W OR YDR368W OR YMR318C	optimal	0.08798018
ymn	obj	YCR105W OR YMR318C	optimal	0.08798018
ymn	obj	YDL004W	optimal	0.03501306
ymn	obj	YDL015C	optimal	0.0
ymn	obj	YDL022W	optimal	0.08798018
ymn	obj	YDL022W OR YOL059W	optimal	0.08798018
ymn	obj	YDL042C	optimal	0.08798018
ymn	obj	YDL042C OR YDR191W OR YOL068C OR YOR025W OR YPL015C	optimal	0.08798018
ymn	obj	YDL045C	optimal	0.08798018
ymn	obj	YDL052C	optimal	0.08798018
ymn	obj	YDL052C OR YKR089C OR YOR081C	optimal	0.08798018
ymn	obj	YDL052C OR YOR175C	optimal	0.08798018
ymn	obj	YDL055C	optimal	0.0
ymn	obj	YDL066W	optimal	0.08785083
ymn	obj	YDL067C	optimal	0.0183219
ymn	obj	YDL078C	optimal	0.08798018
ymn	obj	YDL080C	optimal	0.08798018
ymn	obj	YDL080C OR YGR087C OR YLR044C OR YLR134W	optimal	0.08798018
ymn	obj	YDL085W	optimal	0.08798018
ymn	obj	YDL085W OR YMR145C	optimal	0.08798018
ymn	obj	YDL090C	optimal	0.08798018
ymn	obj	YDL090C AND YKL019W	optimal	0.08798018
ymn	obj	YDL093W	optimal	0.08798018
ymn	obj	YDL095W	optimal	0.08798018
ymn	obj	YDL100C	optimal	0.08798018
ymn	obj	YDL103C	optimal	0.08798018
ymn	obj	YDL120W	optimal	0.08798018
ymn	obj	YDL131W	optimal	0.08798023
ymn	obj	YDL131W OR YDL182W	optimal	0.08798018
ymn	obj	YDL141W	optimal	0.0
ymn	obj	YDL141W AND YNR016C	optimal	0.08798018
ymn	obj	YDL142C	optimal	0.08798018
ymn	obj	YDL168W	optimal	0.08798018
ymn	obj	YDL171C	optimal	0.08798018
ymn	obj	YDL174C	optimal	0.08798018
ymn	obj	YDL174C AND YEL039C	optimal	0.08798018
ymn	obj	YDL174C AND YJR048W	optimal	0.08798018
ymn	obj	YDL178W	optimal	0.08798018
ymn	obj	YDL178W AND YEL039C	optimal	0.08798018
ymn	obj	YDL178W AND YJR048W	optimal	0.08798018
ymn	obj	YDL182W	optimal	0.08798018
ymn	obj	YDL185W	optimal	0.08798018
ymn	obj	YDL198C	optimal	0.08798018
ymn	obj	YDL205C	optimal	0.08798018
ymn	obj	YDL210W	optimal	0.08798018
ymn	obj	YDL210W OR YOR348C	optimal	0.08798018
ymn	obj	YDL215C	optimal	0.08798018
ymn	obj	YDL238C	optimal	0.08798018
ymn	obj	YDL245C	optimal	0.08798018
ymn	obj	YDL245C OR YDL247W OR YDR342C OR YDR343C OR YDR345C OR YDR536W OR YEL069C OR YFL011W OR YHR092C OR YHR094C OR YHR096C OR YJL214W OR YJL219W OR YJR158W OR YJR160C OR YLR081W OR YMR011W OR YNR072W OR YOL156W	optimal	0.08798018
ymn	obj	YDL245C OR YDR342C OR YDR343C OR YDR345C OR YEL069C OR YFL011W OR YHR092C OR YHR094C OR YHR096C OR YJL214W OR YJL219W OR YJR158W OR YMR011W OR YNR072W OR YOL156W	optimal	0.08798018
ymn	obj	YDL247W	optimal	0.08798018
ymn	obj	YDR001C	optimal	0.08798018
ymn	obj	YDR007W	optimal	0.0
ymn	obj	YDR017C	optimal	0.08798018
ymn	obj	YDR019C	optimal	0.08686795
ymn	obj	YDR023W	optimal	0.08798018
ymn	obj	YDR023W OR YHR011W	optimal	0.08798018
ymn	obj	YDR035W	optimal	0.08794412
ymn	obj	YDR037W	optimal	0.0
ymn	obj	YDR044W	optimal	0.08798018
ymn	obj	YDR046C	optimal	0.08798018
ymn	obj	YDR047W	optimal	0.0
ymn	obj	YDR050C	optimal	0.08555668
ymn	obj	YDR058C	optimal	0.08798018
ymn	obj	YDR062W	optimal	0.0
ymn	obj	YDR062W AND YMR296C	optimal	0.08798018
ymn	obj	YDR072C	optimal	0.08797845
ymn	obj	YDR074W	optimal	0.0
ymn	obj	YDR098C	optimal	0.08798018
ymn	obj	YDR098C AND YPL091W	optimal	0.08798018
ymn	obj	YDR098C OR YER174C	optimal	0.08798018
ymn	obj	YDR127W	optimal	0.0
ymn	obj	YDR135C	optimal	0.08798018
ymn	obj	YDR135C OR YLL015W	optimal	0.08798018
ymn	obj	YDR147W	optimal	0.08798018
ymn	obj	YDR147W OR YLR133W	optimal	0.08798018
ymn	obj	YDR148C	optimal	0.08798018
ymn	obj	YDR148C AND YFL018C AND YIL125W	optimal	0.08798018
ymn	obj	YDR158W	optimal	0.0
ymn	obj	YDR173C	optimal	0.08798018
ymn	obj	YDR178W	optimal	0.08749992
ymn	obj	YDR178W AND YJL045W AND YKL141W AND YLL041C	optimal	0.08798018
ymn	obj	YDR178W AND YKL141W AND YKL148C AND YLL041C	optimal	0.08798018
ymn	obj	YDR191W	optimal	0.08798018
ymn	obj	YDR196C	optimal	0.08798018
ymn	obj	YDR204W	optimal	0.08798018
ymn	obj	YDR204W AND YGL119W AND YGR255C AND YLR201C AND YML110C AND YOL096C AND YOR125C	optimal	0.08798018
ymn	obj	YDR208W	optimal	0.08798018
ymn	obj	YDR226W	optimal	0.0
ymn	obj	YDR232W	optimal	0.0
ymn	obj	YDR234W	optimal	0.0
ymn	obj	YDR236C	optimal	0.08798018
ymn	obj	YDR256C	optimal	0.08798018
ymn	obj	YDR261C	optimal	0.08798018
ymn	obj	YDR261C OR YGR282C OR YLR300W OR YNR067C OR YOR190W	optimal	0.08798018
ymn	obj	YDR267C	optimal	0.08798018
ymn	obj	YDR267C OR YHR122W	optimal	0.08798018
ymn	obj	YDR268W	optimal	0.08798018
ymn	obj	YDR270W	optimal	0.08798018
ymn	obj	YDR272W	optimal	0.08798018
ymn	obj	YDR284C	optimal	0.08798018
ymn	obj	YDR287W	optimal	0.08798018
ymn	obj	YDR287W OR YHR046C	optimal	0.08798018
ymn	obj	YDR294C	optimal	0.08798018
ymn	obj	YDR297W	optimal	0.08798018
ymn	obj	YDR298C	optimal	0.03501306
ymn	obj	YDR300C	optimal	0.08798018
ymn	obj	YDR302W	optimal	0.08798018
ymn	obj	YDR302W OR YLL031C	optimal	0.08798018
ymn	obj	YDR305C	optimal	0.08798018
ymn	obj	YDR315C	optimal	0.08798018
ymn	obj	YDR321W	optimal	0.08798018
ymn	obj	YDR322C-A	optimal	0.08798018
ymn	obj	YDR335W	optimal	0.08798023
ymn	obj	YDR341C	optimal	0.0
ymn	obj	YDR342C	optimal	0.08798018
ymn	obj	YDR343C	optimal	0.08798018
ymn	obj	YDR345C	optimal	0.08798018
ymn	obj	YDR353W	optimal	0.0
ymn	obj	YDR353W AND YGR209C	optimal	0.08798018
ymn	obj	YDR353W AND YLR043C	optimal	0.08798018
ymn	obj	YDR354W	optimal	0.0
ymn	obj	YDR367W	optimal	0.0
ymn	obj	YDR367W AND YKL004W	optimal	0.08798018
ymn	obj	YDR368W	optimal	0.08798018
ymn	obj	YDR368W OR YHR104W	optimal	0.08798018
ymn	obj	YDR373W	optimal	0.08798018
ymn	obj	YDR373W AND YNL267W	optimal	0.08798018
ymn	obj	YDR376W	optimal	0.08798018
ymn	obj	YDR376W AND YPL252C	optimal	0.08798018
